,Intl_Calls,Intl_Charge,Total_Minutes,Total_Charge,Min_Call,Total_Calls,Cost_Call,Region_Code
100,5           4,2.65,563,59.29,1.58,357,6.02,3
100,6           4,2.24,649.6,67.6,2.21,294,4.35,1
100,7           7,1.62,568.1,52.65,2.26,251,4.77,4
100,8           2,3.08,486.3,44.78,1.73,281,6.28,3
100,9           3,3.05,528.9,55.72,1.61,328,5.89,5
101,0           4,1.03,675.4,72.31,1.99,339,4.69,3
101,1           6,2.62,636.5,60.33,2.23,286,4.74,4
101,2           5,2.16,569.6,48.48,1.74,327,6.75,3
101,3           5,3.54,585,56.52,2.38,246,4.35,4
101,4           4,3.24,513,43.41,1.44,356,8.2,3
101,5           2,3.21,663.6,69.83,2.15,309,4.43,5
101,6           3,2.32,499,48.43,1.48,338,6.98,5
101,7           4,2.46,606.2,61.18,1.8,336,5.49,5
101,8           5,3.08,675.7,75.12,2.09,323,4.3,2
101,9           3,3.05,522.9,50.31,1.97,265,5.27,5
102,0           3,3.83,596,55.91,1.61,370,6.62,7
102,1          12,2.27,454.2,50.01,1.87,243,4.86,5
102,2           5,1.94,518.4,52,1.79,290,5.58,5
102,3           8,2.11,468.1,48.46,1.56,300,6.19,5
102,4           3,3.02,621.3,57.61,2.15,289,5.02,7
102,5           1,3.32,812.3,82.31,2.56,317,3.85,7
102,6           2,2.7,555.8,50.78,1.96,283,5.57,5
102,7           1,3.48,711.4,69.16,2.09,341,4.93,2
102,8           0,0,662.2,66.29,1.9,349,5.26,3
102,9           5,4.46,675.9,68.62,2.17,312,4.55,3
103,0           4,2.51,673.1,68.68,2.02,333,4.85,5
103,1           9,1.43,490.9,48.44,1.72,285,5.88,2
103,2           5,2.57,589.5,63.66,2.15,274,4.3,3
103,3           6,2.86,594.3,62.5,1.76,337,5.39,4
103,4           9,3.54,502.3,45.96,1.69,298,6.48,5
103,5           1,2.7,577.2,60.65,1.93,299,4.93,4
103,6           2,3.24,533.8,52.87,1.74,307,5.81,3
103,7           5,2.89,483,47.52,1.87,258,5.43,4
103,8           3,3.81,386.8,39.13,1.22,317,8.1,1
103,9           2,2.89,606.2,53.49,2.12,286,5.35,4
104,0           5,2.48,658.1,64.18,2.16,304,4.74,4
104,1           6,4.35,664.4,71.64,2,332,4.63,3
104,2           3,2.67,527.5,44.99,1.4,376,8.36,5
104,3           8,2.75,559.3,55.73,1.91,293,5.26,3
104,4           4,1.94,492.3,60.05,1.64,300,5,4
104,5           3,2.51,651.1,59.8,1.84,353,5.9,6
104,6           5,1.73,702.8,70.37,2.22,317,4.5,4
104,7           7,1.92,635.6,58.91,2.26,281,4.77,2
104,8           3,2.08,611.7,64.93,1.86,329,5.07,2
104,9           9,2.27,564.3,52.28,1.95,290,5.55,6
105,0          10,3.48,470.1,43.23,1.7,276,6.38,3
105,1           2,2.78,667.5,72.44,2.22,301,4.16,5
105,2           9,2.08,446.2,33.64,1.76,254,7.55,1
105,3           3,2.73,605.4,57.5,1.98,305,5.3,4
105,4           3,2.35,453.5,47.66,1.39,327,6.86,7
105,5           2,2.3,470.7,51.22,1.71,275,5.37,1
105,6           3,1.89,508.5,53.54,1.47,345,6.44,3
105,7           4,3.59,408.4,42.1,1.06,384,9.12,5
105,8           6,2.32,491.9,58.03,1.62,304,5.24,5
105,9           3,2.38,542.1,63.81,1.72,315,4.94,6
106,0           3,4.13,470.9,52.35,1.55,303,5.79,3
106,1           9,2.78,603.2,61.11,2.07,291,4.76,3
106,2           3,2.67,447.6,42.79,1.69,265,6.19,4
106,3           2,2.89,495.6,42.44,1.42,349,8.22,7
106,4           3,3.48,544.1,51.4,1.66,328,6.38,2
106,5           6,2.67,621,68.26,2.36,263,3.85,4
106,6           4,3.19,719.8,71.02,2.21,325,4.58,3
106,7           6,3.29,610.8,60.76,2.11,289,4.76,5
106,8           5,2.78,520.5,55.99,1.36,382,6.82,4
106,9           4,3.38,583.9,57.87,1.85,315,5.44,2
107,0           9,3.21,537.2,53.11,1.58,339,6.38,3
107,1           9,1.35,629.9,64.75,1.6,393,6.07,4
107,2           6,3.86,435,56.24,1.72,253,4.5,3
107,3           4,2.05,536.4,50.53,1.97,272,5.38,4
107,4           7,3.38,632.7,67.4,2.2,287,4.26,4
107,5           8,2.4,573.9,57.98,2.07,277,4.78,4
107,6           7,1.76,467,33.97,1.63,286,8.42,2
107,7           4,4.16,528.3,51.01,1.83,288,5.65,4
107,8           8,1.81,713.8,82.8,2.11,339,4.09,4
107,9           3,2.21,649.4,66.15,2.24,290,4.38,3
108,0           0,0,587,57.36,2.07,284,4.95,3
108,1           2,2.03,744.4,80.65,2.18,342,4.24,5
108,2           1,3.19,614.9,65.93,2.31,266,4.03,3
108,3           6,3.35,610,64.89,2.18,280,4.31,2
108,4           5,3.32,643.6,71.88,2.04,315,4.38,5
108,5           4,3.35,596.1,70.05,1.85,322,4.6,2
108,6           6,1.86,632.7,56.44,2.05,308,5.46,4
108,7           4,2.21,700.2,68.76,1.91,367,5.34,5
108,8           2,3.48,579.5,50.63,2.27,255,5.04,3
108,9           4,3.59,573.7,62.63,1.78,323,5.16,5
109,0           3,2.81,526.7,53.16,2.08,253,4.76,5
109,1           3,2.7,538.8,56.85,1.84,293,5.15,4
109,2          13,2.57,530.2,55.96,1.77,300,5.36,3
109,3           8,1.76,515.7,43.73,1.93,267,6.11,5
109,4           8,1.94,641.3,67.49,2.17,296,4.39,7
109,5           3,1.62,639.8,72.39,2.4,267,3.69,2
109,6           4,3.83,610.4,52.95,1.88,325,6.14,4
109,7           2,3.51,767.7,81.38,2.35,326,4.01,5
109,8           4,1.38,569.7,58.01,1.64,348,6,3
109,9           4,0.59,595.8,68.45,2.01,297,4.34,7
110,0           4,2.24,696,69.15,2.34,297,4.3,3
110,1           4,2.46,595.5,58.89,1.91,311,5.28,5
110,2           2,2.84,503.9,51.27,1.87,270,5.27,4
110,3           6,3.29,596.8,58.51,2.01,297,5.08,3
110,4           5,2.81,600.5,64.18,1.99,302,4.71,5
110,5           4,3.48,615.6,65.64,1.75,352,5.36,4
110,6           5,2.73,638.7,62.02,1.88,339,5.47,5
110,7           7,3.46,546.2,57.51,2.03,269,4.68,5
110,8           2,1.57,535.1,58.1,1.71,313,5.39,2
110,9           1,2.13,543.3,51.26,1.66,328,6.4,2
111,0           9,2,664,59.97,2.19,303,5.05,4
111,1           6,4.62,572.7,57.98,1.96,292,5.04,3
111,2           2,3.59,574.3,47.69,1.97,292,6.12,2
111,3           4,2.86,553.4,64.79,1.81,305,4.71,3
111,4           4,2.94,693.7,64.99,2.34,296,4.55,5
111,5           7,3.38,552.4,56.4,1.61,343,6.08,3
111,6           3,3.16,686.6,63.26,2.3,298,4.71,3
111,7           7,3.19,576.6,62.09,1.66,348,5.6,5
111,8           4,3.32,602.8,56.84,2.17,278,4.89,4
111,9           5,3.05,635.4,66.64,1.79,354,5.31,6
112,0           6,3.27,481.8,50.55,1.39,347,6.86,5
112,1           4,3.16,574.3,54.52,1.55,371,6.8,3
112,2           5,2.81,687.6,66.77,1.89,363,5.44,3
112,3           3,2.7,655.4,57.4,2.19,299,5.21,5
112,4           5,2.67,648.7,61.94,2.03,320,5.17,4
112,5           9,3.46,507.4,48.42,1.79,284,5.87,2
112,6           4,1.97,500.3,44.04,1.64,305,6.93,4
112,7           3,4.56,621.1,62.54,2.45,253,4.05,3
112,8          10,3.32,527.3,57.28,1.78,297,5.19,5
112,9           2,2.43,415.6,39.18,1.47,282,7.2,5
113,0           2,3.43,480.2,36.09,2.28,211,5.85,4
113,1           5,3.51,590.8,65.99,1.85,320,4.85,5
113,2           4,3.19,480.5,42.52,1.52,316,7.43,5
113,3           2,3.32,541.3,52.24,1.8,301,5.76,2
113,4           3,2.43,588.7,64.54,1.86,316,4.9,5
113,5           3,3.29,670.6,72.27,2.2,305,4.22,2
113,6           7,3.89,753.9,79.56,2.21,341,4.29,2
113,7           1,3.05,653,60.47,1.98,330,5.46,6
113,8           6,3.67,549.8,54.17,1.98,277,5.11,4
113,9           3,3.16,593,64.37,1.7,348,5.41,3
114,0           3,2.73,583.1,62.05,1.7,343,5.53,5
114,1           6,2.13,614.1,62.45,2.39,257,4.12,2
114,2           4,1.43,499.5,46.58,1.84,272,5.84,2
114,3           5,2.7,710.9,67.68,2.2,323,4.77,3
114,4           1,2.92,507.1,58.12,1.94,262,4.51,4
114,5           2,1.38,498.1,51.84,1.52,328,6.33,2
114,6           5,1.08,599.7,55.61,2.16,277,4.98,1
114,7           5,2.86,632.3,70.21,2.37,267,3.8,3
114,8           7,2.62,486.7,49.45,1.6,304,6.15,4
114,9           8,2.59,499.4,43.85,1.75,286,6.52,5
115,0           4,3.13,495.3,54.19,1.53,323,5.96,5
115,1           4,3.05,506.5,58.03,2.16,235,4.05,7
115,2           4,2.38,485.2,56.92,1.73,280,4.92,5
115,3           5,1.51,444.2,41.46,1.35,328,7.91,4
115,4           2,2.19,562.5,62.17,1.66,339,5.45,2
115,5           4,3,522.3,50.9,1.65,317,6.23,3
115,6           7,3.19,478.9,53.94,1.36,353,6.54,4
115,7           5,2.11,543.4,51.58,1.58,343,6.65,5
115,8           6,3,604.6,60.85,1.84,328,5.39,1
115,9           7,1.73,516.7,47.44,1.49,347,7.31,3
116,0           2,2.86,444.3,42.59,1.57,283,6.64,6
116,1           9,2.21,639.9,59.14,2.45,261,4.41,3
116,2           2,2.94,428,48.98,1.83,234,4.78,7
116,3           5,1.92,766.8,70.12,2.3,334,4.76,1
116,4           3,3.24,461.9,52.15,1.43,323,6.19,5
116,5           3,2.16,779.4,86.84,2.74,284,3.27,4
116,6           3,3.29,511.8,47.23,1.46,351,7.43,2
116,7           1,3.48,606.5,57.68,2.19,277,4.8,3
116,8          11,2.05,614.4,57.34,2.35,262,4.57,2
116,9           5,1.46,525.7,49.1,1.69,311,6.33,5
117,0           2,4.1,578.8,63.34,2.27,255,4.03,3
117,1           3,3.46,484,51.63,1.49,325,6.29,6
117,2           5,2.48,512.3,57.25,1.6,320,5.59,4
117,3           5,2.94,717.6,71.25,2.19,328,4.6,4
117,4           7,1.57,536.9,47.92,1.77,303,6.32,1
117,5           2,2.32,501.6,55.7,1.83,274,4.92,3
117,6           2,2.62,583.8,60.37,2.05,285,4.72,4
117,7           4,3.81,588.4,51.37,1.97,299,5.82,5
117,8           2,3.02,525,56.47,2.04,257,4.55,3
117,9          14,1.97,555.6,65.7,1.88,295,4.49,2
118,0           4,3.54,601.4,63.82,1.82,330,5.17,5
118,1           6,2.03,675.1,68.68,2.03,333,4.85,3
118,2           2,3.89,633.1,74.75,1.9,333,4.45,5
118,3           1,2.43,571.6,58.4,1.96,291,4.98,3
118,4           3,2.62,661.8,65.92,2.31,286,4.34,4
118,5           7,2.65,652.6,66.64,2.14,305,4.58,7
118,6           5,2.35,574.6,54.71,1.92,300,5.48,5
118,7           9,1.59,720.2,70.88,2.13,338,4.77,5
118,8           2,2.51,593.5,54.28,2.04,291,5.36,1
118,9           5,3.02,553.6,54.31,1.69,327,6.02,7
119,0           8,2.4,384.2,41.03,1.35,284,6.92,3
119,1           3,2.48,555.3,55.4,2.01,276,4.98,5
119,2           2,1.94,780,76.18,3.06,255,3.35,5
119,3           5,2.35,460.5,51.06,1.45,317,6.21,6
119,4           2,3.56,573.2,58.95,2.55,225,3.82,4
119,5           3,2.97,615.5,63.94,1.79,344,5.38,1
119,6           2,1.86,519,61.08,1.53,339,5.55,3
119,7           3,3.21,738.5,72.1,2.68,276,3.83,3
119,8           3,3.62,478.4,47.92,1.56,306,6.39,5
119,9           4,2.05,679.2,70.57,2.41,282,4,7
120,0           4,3.13,665.6,69.86,1.94,343,4.91,4
120,1           5,2.16,695.4,69.07,2.15,324,4.69,3
120,2           3,3.4,666.9,52.13,2.81,237,4.55,3
120,3           7,1.38,657.2,61.84,2.16,304,4.92,5
120,4           2,2.57,664,72.24,2.07,321,4.44,3
120,5           3,2.3,580.3,60.07,1.8,322,5.36,4
120,6           4,2.62,530.3,51.04,1.54,345,6.76,3
120,7           5,3.05,465.1,52.45,1.58,294,5.61,1
120,8           3,2.75,612.7,62.01,1.82,336,5.42,3
120,9           3,3.46,663,63.36,2.12,313,4.94,4
121,0           2,2.13,622.3,71.38,2.17,287,4.02,5
121,1           1,2.13,630.8,61.55,2.15,294,4.78,3
121,2           8,3.4,597.6,60.33,1.69,354,5.87,2
121,3           4,3.19,632.7,66.47,2.07,305,4.59,5
121,4           3,2.57,581.8,51.24,1.82,319,6.23,3
121,5           6,3.05,582.9,62.74,1.8,324,5.16,4
121,6           6,1.59,462.1,48.22,1.42,325,6.74,5
121,7           4,2.89,566.1,58.22,2.23,254,4.36,4
121,8           3,2.05,724.3,74.59,2.26,320,4.29,3
121,9           5,2.94,600.6,60.32,1.94,310,5.14,3
122,0           5,4.24,550.4,54.68,1.94,283,5.18,2
122,1           5,3.4,545.1,52.25,1.75,312,5.97,2
122,2           5,1.32,617.6,65.48,2.02,306,4.67,2
122,3           4,3.08,614,61.42,1.92,319,5.19,2
122,4           9,2.51,476.5,52.57,1.53,312,5.93,7
122,5           3,3.08,348.9,37.18,1.28,272,7.32,2
122,6           4,3.08,541.3,57.88,1.81,299,5.17,5
122,7           6,3.32,507.4,55.99,1.54,329,5.88,5
122,8           4,2.4,605.8,57.58,2.17,279,4.85,3
122,9           5,2.03,560.4,47.82,2.18,257,5.37,1
123,0           2,2.86,690.7,69.9,2.31,299,4.28,3
123,1           5,2.38,684.7,75.71,2.51,273,3.61,2
123,2           6,4.13,626.5,69.36,2.21,283,4.08,3
123,3           3,2.4,301.5,33.51,1.3,232,6.92,3
123,4           7,2.65,459.5,45.43,1.4,329,7.24,3
123,5           2,2.86,557.7,58.44,2.52,221,3.78,6
123,6           4,2.73,506.6,55.15,1.54,328,5.95,3
123,7           5,3.16,492.1,50.11,1.72,286,5.71,2
123,8           4,2.19,789,73.15,2.26,349,4.77,3
123,9           3,2.73,537,55.13,1.73,311,5.64,6
124,0           3,2.59,603.3,56.44,2.16,279,4.94,5
124,1           7,4.46,624.1,64.48,1.92,325,5.04,6
124,2          10,2.46,639.6,72.14,2.24,286,3.96,3
124,3           2,2.97,600.3,60.85,1.73,346,5.69,2
124,4           2,2.08,720.5,68.93,2.51,287,4.16,5
124,5           5,3.02,570.8,54.97,1.5,380,6.91,3
124,6           3,2.43,625.4,62.05,2.19,285,4.59,3
124,7           5,2.38,579.9,51.34,2.12,273,5.32,4
124,8           8,3.13,614.9,61.96,1.96,314,5.07,4
124,9           4,2.11,663.2,71.25,1.97,337,4.73,5
125,0           4,1.4,466.3,45.5,1.39,336,7.38,2
125,1          10,2.67,593.8,56.88,1.84,323,5.68,6
125,2           3,2.38,590.8,64.61,1.98,298,4.61,4
125,3           4,2.24,627.3,63.2,1.8,349,5.52,4
125,4           3,3,685.2,64.68,2.1,326,5.04,3
125,5           3,2.92,614.1,51.2,2.15,286,5.59,4
125,6           3,1.62,573.3,54.91,2.04,281,5.12,5
125,7           5,4.86,519.7,58.19,1.57,330,5.67,2
125,8           7,3.02,698.8,68.17,2.62,267,3.92,4
125,9           4,3.38,570.6,56.9,1.82,314,5.52,4
126,0           4,2.57,361.5,45.17,1.04,349,7.73,7
126,1           4,1.92,589.9,55.9,1.81,326,5.83,5
126,2           7,3.11,516.6,58.2,1.47,352,6.05,6
126,3           5,2.03,487,57.07,1.88,259,4.54,4
126,4           4,2.84,482.7,48.96,1.81,266,5.43,5
126,5           5,2.73,679.9,74.01,1.98,343,4.63,2
126,6           3,2.43,486.2,49.9,1.6,303,6.07,3
126,7           7,1.46,655,61.67,2.21,297,4.82,3
126,8           7,2.92,627.3,67.56,1.96,320,4.74,4
126,9           5,2.97,491.5,49.24,1.5,327,6.64,5
127,0           6,2.35,646.7,63.08,2.21,293,4.64,2
127,1           3,2.13,780.5,77.11,2.41,324,4.2,3
127,2           2,3.56,617.2,60.22,2.17,284,4.72,3
127,3           2,2.24,517.4,45.39,1.82,284,6.26,2
127,4           2,3.02,539,56.87,1.65,326,5.73,5
127,5           2,3.08,603.9,47.93,2.09,289,6.03,2
127,6           1,2.59,768.1,78.88,2.12,362,4.59,3
127,7           7,3.97,643.3,65.37,2.06,312,4.77,5
127,8           7,2.59,694.1,75.14,2.53,274,3.65,4
127,9           5,3.54,636.8,56.54,2.74,232,4.1,3
128,0           1,3.75,596.6,52.38,2.12,282,5.38,5
128,1           4,3.11,537.8,53.28,1.46,369,6.93,3
128,2           6,2.81,743.5,73.04,2.42,307,4.2,4
128,3           4,4.05,374.4,42.64,1.4,268,6.29,2
128,4           2,2.27,723.6,77.48,2.44,296,3.82,1
128,5           3,2.43,624.1,66.65,2.02,309,4.64,5
128,6           8,2.03,516.3,47.2,1.69,305,6.46,3
128,7           3,2.08,495.5,54.04,1.69,294,5.44,3
128,8           4,1.19,587.6,66.6,1.69,348,5.23,4
128,9           4,2.84,604,51.43,2.1,288,5.6,1
129,0           3,2.46,639,70.45,1.92,332,4.71,1
129,1           5,3.92,674.1,59.13,2.18,309,5.23,5
129,2           7,2.51,609.7,67.9,2.1,291,4.29,4
129,3           9,3.35,617,65.25,1.84,335,5.13,2
129,4           5,2.48,543.4,47.95,1.71,317,6.61,1
129,5           3,2.27,549.6,58.54,1.91,288,4.92,5
129,6           3,2.38,686.9,68.99,1.76,391,5.67,4
129,7           4,3.48,651.5,63.74,1.93,337,5.29,7
129,8           6,2.11,712.4,73.89,2.25,316,4.28,6
129,9           2,3.78,693.1,75.94,2.26,307,4.04,2
130,0           2,2.75,595.1,60.97,2.13,280,4.59,3
130,1           4,1.97,484.1,43.31,1.74,278,6.42,4
130,2           5,2.59,646.1,74.25,2.18,297,4,1
130,3           4,3.48,615.6,64.49,1.83,336,5.21,5
130,4           2,2.38,545.8,44.78,1.8,304,6.79,2
130,5           2,2.92,537,54.2,1.83,293,5.41,5
130,6           5,2.86,640,62.2,2.24,286,4.6,6
130,7           1,2.65,544.8,58.67,1.46,374,6.37,3
130,8           4,3.73,561,58.01,1.63,344,5.93,5
130,9           3,3.08,607.4,58.1,1.79,339,5.83,4
131,0           5,2,457.5,39.57,1.38,332,8.39,1
131,1           7,2.4,623.1,61.73,2.16,288,4.67,3
131,2           2,1.73,617.1,57.02,2,308,5.4,5
131,3           1,1.97,482.7,59.88,1.5,322,5.38,4
131,4           4,1.7,468.1,52.22,1.58,296,5.67,1
131,5           2,3.19,498.2,60.02,1.73,288,4.8,4
131,6           6,2.35,612.9,61.01,2.37,259,4.25,2
131,7           5,2.03,827.7,70.38,2.25,368,5.23,3
131,8           2,2.08,535.7,60.24,1.73,310,5.15,1
131,9           3,1.65,636.8,68.1,2.24,284,4.17,3
132,0           4,3.92,544.6,58.86,1.58,345,5.86,5
132,1           5,2.4,596.3,62.41,2.27,263,4.21,3
132,2           1,2.46,472.7,45.4,1.89,250,5.51,5
132,3          11,2.51,648.2,65.01,1.82,357,5.49,4
132,4           5,3.4,568.8,55.12,1.76,324,5.88,5
132,5           1,2.7,573.3,54.62,2.07,277,5.07,5
132,6           9,1.7,669.5,67.18,2.04,328,4.88,5
132,7           5,2.94,460.4,40.97,1.46,315,7.69,2
132,8           9,2.73,652.2,64.18,1.84,355,5.53,5
132,9           7,2.16,551,50.12,2.02,273,5.45,6
133,0           2,3.73,564,57.17,1.87,302,5.28,2
133,1           2,2.05,618.4,64.89,2.13,290,4.47,6
133,2           4,2.84,609.6,65.7,2.07,294,4.47,2
133,3          12,2.92,645,65.77,1.86,347,5.28,2
133,4           4,2.16,690.8,79.76,2.29,302,3.79,3
133,5           2,3.05,504,58.08,1.46,345,5.94,2
133,6           6,3,662.9,72.34,2.55,260,3.59,5
133,7           2,1.97,642.8,66.49,1.92,334,5.02,2
133,8           3,2.51,592.4,57.38,1.8,329,5.73,6
133,9           1,2.48,512,52.44,1.68,305,5.82,1
134,0           1,3.97,614.1,60.55,2.12,289,4.77,7
134,1           2,3.11,714.1,71.06,2.27,314,4.42,3
134,2           5,1.11,535.4,54.43,1.91,280,5.14,7
134,3           8,2.86,508.9,60.73,2.24,227,3.74,5
134,4           8,2.27,692.6,74.9,2.3,301,4.02,4
134,5           1,1.84,333.5,22.93,1.52,219,9.55,3
134,6           2,2.89,514.1,49.77,2.12,243,4.88,4
134,7           3,2.78,657,67.67,1.91,344,5.08,5
134,8           5,3.21,640.5,58.87,2.28,281,4.77,4
134,9           3,1.51,530,49.31,1.69,314,6.37,5
135,0           7,4,762.1,82.58,2.02,377,4.57,1
135,1           5,3.21,491.5,42.58,1.61,305,7.16,5
135,2           4,3.54,531.9,46.24,1.6,333,7.2,1
135,3           3,2.97,592.6,52.11,1.86,319,6.12,4
135,4           3,3.46,546.7,54.86,1.91,286,5.21,3
135,5          14,3.67,750.7,84.3,2.28,329,3.9,6
135,6           4,3.05,579.8,53.82,1.83,317,5.89,3
135,7           6,3.46,540.3,55.05,2.09,259,4.7,6
135,8           2,4.02,679.9,70.11,2.1,323,4.61,3
135,9           6,2.78,726,71.04,2.57,283,3.98,4
136,0           8,3.54,396.9,41.29,1.22,325,7.87,7
136,1           2,3.67,703.8,69.79,2.82,250,3.58,2
136,2           2,2.67,370.2,38.18,1.21,307,8.04,5
136,3           6,2.08,613.6,51.96,1.75,350,6.74,6
136,4           8,3.7,779.6,78.82,2.56,304,3.86,4
136,5           3,3.13,600.6,61.66,2.02,298,4.83,2
136,6           1,3.32,506.2,43.91,1.76,287,6.54,4
136,7           4,2.32,609.6,66.61,1.82,335,5.03,5
136,8           6,3.11,558.7,61.48,1.91,292,4.75,4
136,9           9,1.97,537.1,60.02,1.6,336,5.6,3
137,0           2,1.78,612.9,58,1.54,399,6.88,4
137,1           5,2.4,628.9,61.62,2.01,313,5.08,3
137,2           6,2.21,495.7,44.69,1.91,259,5.8,4
137,3           4,1.11,518.7,46.01,1.66,312,6.78,5
137,4           7,2.3,594.6,58.76,1.81,328,5.58,3
137,5          10,3.05,747.3,70.49,2.16,346,4.91,4
137,6           5,1.13,777.1,76.3,2.08,374,4.9,3
137,7          10,3.62,502.7,48.06,1.4,359,7.47,4
137,8           4,2.4,617.4,58.53,2.02,305,5.21,3
137,9           2,2.75,645.3,65.86,1.8,359,5.45,3
138,0           2,3.24,469.4,43.35,1.36,345,7.96,3
138,1           1,2.97,619.2,60.22,1.98,312,5.18,4
138,2           4,2.46,709.8,75.07,2.16,328,4.37,5
138,3           2,2.21,541.8,53.89,1.71,316,5.86,4
138,4           3,2.73,447.5,35.38,1.45,309,8.73,4
138,5           3,2.4,546.5,45.58,1.54,356,7.81,6
138,6           3,1.92,497.3,51.54,1.41,353,6.85,3
138,7           3,2.05,580.7,49.37,2.07,281,5.69,4
138,8           6,2.67,567.2,58.63,1.75,324,5.53,3
138,9           4,4.13,627,65.01,2.67,235,3.61,3
139,0           6,2.51,360.3,37.88,1.14,315,8.32,4
139,1           5,2.27,588.6,55.88,1.6,368,6.59,3
139,2          15,1.22,696,74.36,2.38,293,3.94,6
139,3           8,2.46,650,71.23,1.95,334,4.69,5
139,4           4,3.51,652.2,71.44,2.2,296,4.14,7
139,5           4,3.29,508.8,53.99,1.7,300,5.56,2
139,6           5,3.11,559,57.8,1.69,331,5.73,5
139,7           4,1.94,368.1,25.87,1.69,218,8.43,4
139,8           4,2.97,592.9,52.08,2.18,272,5.22,6
139,9           2,3.16,614.4,60,1.9,324,5.4,6
140,0           0,0,505.3,47.14,1.81,279,5.92,5
140,1           4,3.21,582.7,59.79,2.07,281,4.7,3
140,2           4,1.54,680.4,66.77,2.54,268,4.01,3
140,3           1,2.86,486.2,50.13,1.71,285,5.69,5
140,4           1,2.57,480.1,43.04,1.81,265,6.16,2
140,5           7,2.38,473.3,44.7,1.5,316,7.07,2
140,6           8,2.4,640,57.28,1.83,350,6.11,3
140,7           2,3.19,579.8,49.28,1.96,296,6.01,5
140,8           3,3.19,491.6,53.31,1.64,299,5.61,6
140,9           2,2.27,672.4,64.34,2.12,317,4.93,4
141,0           5,3.29,646.8,60.6,2.41,268,4.42,4
141,1           6,2.08,534.6,54.31,1.81,296,5.45,5
141,2           4,2.54,589.1,54.94,2.24,263,4.79,2
141,3           6,2.65,634.4,60.1,2.36,269,4.48,3
141,4           4,2.62,595.4,57.99,1.78,334,5.76,5
141,5           1,2.46,559,53.17,1.87,299,5.62,5
141,6           3,2.05,674.9,66.15,2.1,322,4.87,2
141,7           7,2.89,435,40,1.65,264,6.6,7
141,8           7,1.54,563.8,63.36,1.92,293,4.62,3
141,9          12,1.78,434.6,39.92,1.39,312,7.82,6
142,0           3,4.83,553.7,54.49,2.08,266,4.88,3
142,1           7,2.81,702.3,75.69,2.34,300,3.96,3
142,2           1,1.51,649,59.36,2.88,225,3.79,2
142,3           3,2.81,418.6,39.55,1.09,383,9.68,2
142,4           5,3.16,600.5,55.05,1.98,303,5.5,1
142,5           2,1.24,578.4,51.29,1.61,359,7,6
142,6           7,2.65,627.9,53.49,2.05,306,5.72,5
142,7           6,2.59,580.5,66.5,1.94,299,4.5,4
142,8           5,3.02,599.6,66.15,1.78,337,5.09,5
142,9           7,1.89,646.4,64.76,2.15,300,4.63,5
143,0           4,2.05,697.2,68.78,2.62,266,3.87,5
143,1           5,3.05,629.9,66.03,1.84,343,5.19,4
143,2           2,3.02,576.3,54.93,1.97,292,5.32,5
143,3           2,3.29,586.3,64.43,2.09,280,4.35,3
143,4           6,3.56,548.6,51.51,1.5,365,7.09,2
143,5           2,3,508.9,49.94,1.4,364,7.29,3
143,6           7,2.92,605.5,67.37,2,303,4.5,3
143,7           6,2.62,685,72.41,1.88,365,5.04,3
143,8           6,4.08,679,68.78,1.95,348,5.06,3
143,9           4,2.32,577.3,54.72,1.58,366,6.69,4
144,0          10,1.35,485.6,50.41,1.67,291,5.77,1
144,1           2,2.38,715.3,76,2.07,345,4.54,5
144,2           3,2.24,614.2,62.33,2.2,279,4.48,4
144,3           7,2.48,541.7,59.53,1.8,301,5.06,3
144,4           4,2.4,653,65.02,2.45,267,4.11,5
144,5           2,2.62,781.2,72.02,2.49,314,4.36,2
144,6           2,2.78,443.8,44.68,1.9,234,5.24,5
144,7           2,2.24,574.7,56.37,1.67,345,6.12,5
144,8           3,2.11,596.7,65.42,1.76,339,5.18,5
144,9           6,3.43,686.9,72.87,2.86,240,3.29,2
145,0           9,2.94,472.6,46.84,1.58,300,6.4,2
145,1           2,2.57,600.5,64.1,1.74,346,5.4,3
145,2           3,3.32,560.9,52.17,1.72,327,6.27,5
145,3           3,2.19,582.7,62.3,1.72,339,5.44,2
145,4           7,3.81,621.6,61.27,2.17,287,4.68,2
145,5           7,1.78,706.8,60.27,2.74,258,4.28,3
145,6           4,2.67,478,43.36,1.48,322,7.43,4
145,7           4,1.59,515,46.02,1.52,338,7.34,7
145,8           4,2.32,593.9,54.19,2.01,295,5.44,5
145,9           8,4.35,615.4,63.56,2.3,268,4.22,5
146,0           3,2.51,546.2,57.7,1.68,326,5.65,2
146,1           6,2.7,499.6,40.25,1.78,280,6.96,5
146,2           4,2.19,499,57.53,1.45,344,5.98,2
146,3           6,2.05,603.5,57.1,2.47,244,4.27,2
146,4           5,2.43,658,64.07,2.32,284,4.43,5
146,5           2,2.32,460.3,44.07,1.5,307,6.97,2
146,6           3,1.38,472.5,39.12,1.59,298,7.62,2
146,7           4,4.56,630.2,63.43,2.21,285,4.49,5
146,8           7,1.13,522.9,47.44,1.49,350,7.38,3
146,9           1,4.05,570.9,62.94,2.08,274,4.35,4
147,0           3,1.59,466.2,53.71,1.6,292,5.44,5
147,1           5,2.19,618.9,60.56,2.13,291,4.81,3
147,2           7,3.24,714.1,79.54,2.57,278,3.5,5
147,3           4,2.78,664.9,72.78,2.08,319,4.38,3
147,4           6,4.4,535.4,48.13,2.19,245,5.09,4
