,Hunger,Potter,Twilight
419,8    True,TRUE,TRUE
419,9    True,FALSE,FALSE
420,0   False,TRUE,TRUE
420,1    True,TRUE,FALSE
420,2   False,TRUE,FALSE
420,3    True,FALSE,FALSE
420,4   False,TRUE,FALSE
420,5   False,FALSE,FALSE
420,6    True,TRUE,FALSE
420,7   False,TRUE,FALSE
420,8    True,FALSE,FALSE
420,9    True,FALSE,FALSE
421,0   False,FALSE,FALSE
421,1    True,FALSE,FALSE
421,2    True,FALSE,TRUE
421,3    True,FALSE,FALSE
421,4    True,FALSE,FALSE
421,5    True,FALSE,FALSE
421,6    True,FALSE,FALSE
421,7    True,FALSE,FALSE
421,8    True,FALSE,FALSE
421,9   False,FALSE,FALSE
422,0   False,TRUE,FALSE
422,1    True,TRUE,TRUE
422,2   False,FALSE,FALSE
422,3    True,TRUE,FALSE
422,4    True,FALSE,TRUE
422,5    True,TRUE,FALSE
422,6    True,TRUE,FALSE
422,7    True,TRUE,FALSE
422,8    True,TRUE,TRUE
422,9    True,TRUE,FALSE
423,0    True,TRUE,FALSE
423,1   False,FALSE,TRUE
423,2    True,TRUE,FALSE
423,3    True,FALSE,TRUE
423,4    True,TRUE,TRUE
423,5   False,TRUE,FALSE
423,6   False,TRUE,FALSE
423,7    True,FALSE,FALSE
423,8   False,TRUE,FALSE
423,9    True,FALSE,FALSE
424,0    True,TRUE,TRUE
424,1    True,TRUE,TRUE
424,2   False,FALSE,TRUE
424,3    True,FALSE,FALSE
424,4   False,FALSE,TRUE
424,5    True,TRUE,FALSE
424,6    True,FALSE,FALSE
424,7   False,FALSE,TRUE
424,8   False,TRUE,FALSE
424,9    True,FALSE,FALSE
425,0   False,FALSE,FALSE
425,1   False,FALSE,TRUE
425,2   False,FALSE,FALSE
425,3   False,FALSE,FALSE
425,4    True,FALSE,FALSE
425,5   False,FALSE,FALSE
425,6    True,TRUE,FALSE
425,7    True,FALSE,FALSE
425,8   False,TRUE,FALSE
425,9   False,TRUE,FALSE
426,0    True,TRUE,TRUE
426,1   False,FALSE,FALSE
426,2   False,TRUE,TRUE
426,3    True,TRUE,FALSE
426,4    True,FALSE,FALSE
426,5    True,FALSE,FALSE
426,6   False,TRUE,FALSE
426,7    True,FALSE,FALSE
426,8    True,TRUE,FALSE
426,9    True,TRUE,TRUE
427,0   False,FALSE,FALSE
427,1   False,FALSE,FALSE
427,2    True,FALSE,FALSE
427,3    True,FALSE,FALSE
427,4   False,TRUE,FALSE
427,5   False,TRUE,FALSE
427,6   False,TRUE,TRUE
427,7   False,TRUE,TRUE
427,8    True,FALSE,FALSE
427,9   False,TRUE,FALSE
428,0    True,FALSE,TRUE
428,1    True,TRUE,FALSE
428,2   False,FALSE,FALSE
428,3    True,FALSE,FALSE
428,4    True,FALSE,FALSE
428,5   False,FALSE,FALSE
428,6   False,FALSE,FALSE
428,7    True,FALSE,FALSE
428,8   False,TRUE,FALSE
428,9    True,TRUE,TRUE
429,0   False,TRUE,FALSE
429,1   False,FALSE,FALSE
429,2   False,TRUE,TRUE
429,3   False,FALSE,FALSE
429,4    True,TRUE,FALSE
429,5   False,FALSE,FALSE
429,6   False,FALSE,FALSE
429,7    True,FALSE,FALSE
429,8   False,FALSE,FALSE
429,9   False,FALSE,FALSE
430,0   False,TRUE,TRUE
430,1   False,TRUE,FALSE
430,2   False,FALSE,FALSE
430,3   False,TRUE,FALSE
430,4    True,TRUE,TRUE
430,5   False,FALSE,FALSE
430,6    True,TRUE,TRUE
430,7   False,TRUE,FALSE
430,8   False,TRUE,FALSE
430,9   False,TRUE,TRUE
431,0   False,FALSE,FALSE
431,1   False,FALSE,FALSE
431,2   False,FALSE,FALSE
431,3    True,TRUE,TRUE
431,4    True,TRUE,FALSE
431,5   False,TRUE,FALSE
431,6   False,FALSE,FALSE
431,7    True,FALSE,FALSE
431,8   False,TRUE,FALSE
431,9    True,FALSE,TRUE
432,0   False,TRUE,FALSE
432,1    True,FALSE,FALSE
432,2   False,TRUE,TRUE
432,3   False,FALSE,FALSE
432,4    True,FALSE,FALSE
432,5    True,FALSE,FALSE
432,6   False,TRUE,TRUE
432,7   False,TRUE,FALSE
432,8    True,TRUE,FALSE
432,9   False,TRUE,FALSE
433,0   False,FALSE,FALSE
433,1    True,TRUE,FALSE
433,2   False,TRUE,FALSE
433,3    True,FALSE,FALSE
433,4   False,TRUE,FALSE
433,5   False,FALSE,FALSE
433,6    True,TRUE,FALSE
433,7    True,TRUE,TRUE
433,8   False,TRUE,FALSE
433,9    True,FALSE,FALSE
434,0    True,TRUE,FALSE
434,1   False,TRUE,FALSE
434,2   False,FALSE,FALSE
434,3   False,FALSE,TRUE
434,4    True,TRUE,FALSE
434,5   False,FALSE,FALSE
434,6   False,TRUE,FALSE
434,7   False,FALSE,FALSE
434,8    True,FALSE,FALSE
434,9   False,FALSE,FALSE
435,0    True,FALSE,FALSE
435,1    True,FALSE,TRUE
435,2    True,FALSE,FALSE
435,3   False,TRUE,FALSE
435,4   False,FALSE,FALSE
435,5   False,FALSE,FALSE
435,6    True,FALSE,FALSE
435,7   False,TRUE,FALSE
435,8   False,TRUE,FALSE
435,9   False,FALSE,FALSE
436,0   False,TRUE,TRUE
436,1   False,TRUE,FALSE
436,2    True,FALSE,FALSE
436,3   False,TRUE,FALSE
436,4   False,TRUE,FALSE
436,5   False,FALSE,FALSE
436,6    True,FALSE,TRUE
436,7    True,FALSE,FALSE
436,8   False,FALSE,FALSE
436,9   False,FALSE,FALSE
437,0   False,TRUE,FALSE
437,1    True,FALSE,TRUE
437,2    True,FALSE,FALSE
437,3   False,TRUE,FALSE
437,4    True,TRUE,TRUE
437,5    True,TRUE,FALSE
437,6    True,FALSE,FALSE
437,7   False,TRUE,FALSE
437,8   False,FALSE,FALSE
437,9    True,FALSE,FALSE
438,0    True,FALSE,FALSE
438,1   False,FALSE,FALSE
438,2   False,TRUE,FALSE
438,3   False,TRUE,TRUE
438,4    True,TRUE,TRUE
438,5    True,TRUE,TRUE
438,6    True,FALSE,FALSE
438,7   False,TRUE,FALSE
438,8    True,TRUE,FALSE
438,9    True,TRUE,FALSE
439,0   False,FALSE,FALSE
439,1    True,TRUE,FALSE
439,2   False,FALSE,TRUE
439,3    True,TRUE,FALSE
439,4   False,TRUE,TRUE
439,5   False,TRUE,FALSE
439,6   False,TRUE,FALSE
439,7   False,TRUE,FALSE
439,8    True,FALSE,TRUE
439,9   False,FALSE,TRUE
440,0   False,TRUE,FALSE
440,1   False,FALSE,FALSE
440,2    True,TRUE,FALSE
440,3    True,TRUE,FALSE
440,4   False,TRUE,FALSE
440,5    True,FALSE,FALSE
440,6    True,FALSE,FALSE
440,7    True,FALSE,FALSE
440,8   False,FALSE,FALSE
440,9    True,TRUE,TRUE
441,0   False,TRUE,FALSE
441,1    True,TRUE,TRUE
441,2    True,FALSE,TRUE
441,3    True,TRUE,FALSE
441,4   False,TRUE,FALSE
441,5    True,FALSE,FALSE
441,6    True,FALSE,TRUE
441,7    True,FALSE,FALSE
441,8   False,FALSE,FALSE
441,9   False,TRUE,TRUE
442,0    True,TRUE,FALSE
442,1    True,FALSE,FALSE
442,2    True,FALSE,FALSE
442,3   False,FALSE,FALSE
442,4   False,TRUE,FALSE
442,5    True,FALSE,FALSE
442,6    True,FALSE,FALSE
442,7    True,FALSE,FALSE
442,8   False,FALSE,TRUE
442,9    True,TRUE,FALSE
443,0   False,TRUE,TRUE
443,1   False,FALSE,FALSE
443,2   False,FALSE,FALSE
443,3    True,TRUE,TRUE
443,4    True,TRUE,TRUE
443,5   False,TRUE,FALSE
443,6   False,FALSE,FALSE
443,7    True,FALSE,FALSE
443,8   False,TRUE,FALSE
443,9   False,TRUE,TRUE
444,0   False,TRUE,FALSE
444,1   False,TRUE,TRUE
444,2   False,TRUE,FALSE
444,3    True,FALSE,FALSE
444,4   False,FALSE,FALSE
444,5    True,FALSE,FALSE
444,6   False,TRUE,TRUE
444,7   False,TRUE,TRUE
444,8   False,TRUE,FALSE
444,9    True,TRUE,TRUE
445,0   False,TRUE,FALSE
445,1   False,FALSE,FALSE
445,2    True,TRUE,FALSE
445,3    True,TRUE,TRUE
445,4   False,FALSE,FALSE
445,5   False,FALSE,TRUE
445,6   False,FALSE,FALSE
445,7   False,TRUE,TRUE
445,8    True,TRUE,FALSE
445,9   False,FALSE,TRUE
446,0    True,TRUE,FALSE
446,1   False,TRUE,TRUE
446,2   False,FALSE,FALSE
446,3   False,FALSE,FALSE
446,4   False,TRUE,FALSE
446,5   False,TRUE,FALSE
446,6    True,TRUE,FALSE
446,7    True,TRUE,FALSE
446,8    True,TRUE,TRUE
446,9    True,TRUE,FALSE
447,0    True,TRUE,TRUE
447,1   False,TRUE,FALSE
447,2    True,TRUE,FALSE
447,3    True,FALSE,TRUE
447,4    True,TRUE,FALSE
447,5   False,FALSE,FALSE
447,6    True,TRUE,TRUE
447,7   False,FALSE,FALSE
447,8   False,FALSE,FALSE
447,9   False,TRUE,FALSE
448,0   False,TRUE,FALSE
448,1   False,TRUE,FALSE
448,2    True,FALSE,FALSE
448,3   False,TRUE,FALSE
448,4   False,FALSE,FALSE
448,5   False,TRUE,FALSE
448,6    True,TRUE,TRUE
448,7    True,FALSE,FALSE
448,8   False,FALSE,FALSE
448,9   False,TRUE,TRUE
449,0    True,FALSE,TRUE
449,1    True,FALSE,FALSE
449,2   False,TRUE,FALSE
449,3    True,FALSE,FALSE
449,4   False,TRUE,FALSE
449,5    True,TRUE,TRUE
449,6    True,TRUE,FALSE
449,7   False,FALSE,FALSE
449,8   False,FALSE,FALSE
449,9    True,TRUE,TRUE
450,0   False,TRUE,TRUE
450,1   False,TRUE,FALSE
450,2    True,FALSE,FALSE
450,3   False,TRUE,FALSE
450,4    True,FALSE,TRUE
450,5    True,TRUE,TRUE
450,6    True,FALSE,FALSE
450,7   False,TRUE,FALSE
450,8   False,FALSE,FALSE
450,9    True,TRUE,TRUE
451,0    True,TRUE,FALSE
451,1   False,TRUE,FALSE
451,2   False,TRUE,FALSE
451,3   False,FALSE,TRUE
451,4   False,FALSE,TRUE
451,5   False,TRUE,FALSE
451,6    True,TRUE,TRUE
451,7    True,FALSE,FALSE
451,8    True,FALSE,FALSE
451,9   False,FALSE,FALSE
452,0    True,FALSE,FALSE
452,1    True,FALSE,TRUE
452,2   False,FALSE,FALSE
452,3   False,FALSE,FALSE
452,4   False,FALSE,FALSE
452,5    True,FALSE,FALSE
452,6   False,TRUE,FALSE
452,7   False,FALSE,FALSE
452,8   False,FALSE,FALSE
452,9   False,TRUE,FALSE
453,0    True,TRUE,FALSE
453,1   False,FALSE,FALSE
453,2   False,TRUE,FALSE
453,3   False,TRUE,TRUE
453,4   False,FALSE,FALSE
453,5   False,FALSE,TRUE
453,6    True,TRUE,TRUE
453,7   False,TRUE,FALSE
453,8   False,FALSE,TRUE
453,9   False,TRUE,TRUE
454,0   False,FALSE,TRUE
454,1   False,TRUE,FALSE
454,2   False,TRUE,FALSE
454,3   False,FALSE,FALSE
454,4    True,FALSE,FALSE
454,5   False,TRUE,TRUE
454,6   False,TRUE,FALSE
454,7   False,FALSE,FALSE
454,8   False,FALSE,FALSE
454,9    True,FALSE,TRUE
455,0   False,TRUE,TRUE
455,1   False,FALSE,FALSE
455,2    True,TRUE,TRUE
455,3    True,TRUE,FALSE
455,4    True,FALSE,FALSE
455,5    True,FALSE,FALSE
455,6    True,TRUE,TRUE
455,7    True,TRUE,FALSE
455,8   False,TRUE,FALSE
455,9   False,FALSE,FALSE
456,0   False,FALSE,TRUE
456,1   False,TRUE,FALSE
456,2   False,FALSE,TRUE
456,3   False,FALSE,FALSE
456,4   False,FALSE,FALSE
456,5    True,TRUE,TRUE
456,6   False,FALSE,TRUE
456,7    True,TRUE,FALSE
456,8    True,FALSE,TRUE
456,9    True,FALSE,FALSE
457,0   False,FALSE,FALSE
457,1   False,TRUE,FALSE
457,2   False,TRUE,FALSE
457,3    True,FALSE,FALSE
457,4    True,FALSE,FALSE
457,5   False,TRUE,FALSE
457,6   False,TRUE,FALSE
457,7   False,TRUE,FALSE
457,8   False,TRUE,FALSE
457,9    True,TRUE,FALSE
458,0   False,TRUE,FALSE
458,1    True,TRUE,FALSE
458,2   False,FALSE,FALSE
458,3    True,FALSE,FALSE
458,4    True,FALSE,FALSE
458,5   False,TRUE,FALSE
458,6   False,TRUE,FALSE
458,7    True,TRUE,FALSE
458,8    True,FALSE,TRUE
458,9   False,TRUE,FALSE
459,0   False,FALSE,FALSE
459,1   False,FALSE,FALSE
459,2    True,FALSE,FALSE
459,3   False,TRUE,FALSE
459,4    True,FALSE,FALSE
459,5   False,TRUE,FALSE
459,6   False,TRUE,FALSE
459,7    True,TRUE,FALSE
459,8   False,FALSE,TRUE
459,9    True,FALSE,TRUE
460,0   False,TRUE,FALSE
460,1    True,FALSE,FALSE
460,2   False,TRUE,FALSE
460,3   False,TRUE,FALSE
460,4    True,TRUE,TRUE
460,5   False,FALSE,FALSE
460,6   False,TRUE,FALSE
460,7    True,FALSE,FALSE
460,8   False,FALSE,FALSE
460,9   False,TRUE,TRUE
461,0    True,TRUE,FALSE
461,1   False,TRUE,FALSE
461,2   False,FALSE,FALSE
461,3    True,FALSE,FALSE
461,4    True,FALSE,FALSE
461,5   False,FALSE,FALSE
461,6   False,FALSE,FALSE
461,7   False,FALSE,FALSE
461,8    True,TRUE,TRUE
461,9   False,FALSE,TRUE
462,0    True,FALSE,FALSE
462,1    True,FALSE,FALSE
462,2   False,TRUE,FALSE
462,3    True,TRUE,FALSE
462,4    True,TRUE,TRUE
462,5   False,FALSE,FALSE
462,6    True,TRUE,FALSE
462,7   False,TRUE,FALSE
462,8   False,TRUE,TRUE
462,9    True,TRUE,FALSE
463,0   False,TRUE,FALSE
463,1   False,TRUE,FALSE
463,2    True,FALSE,FALSE
463,3   False,TRUE,FALSE
463,4   False,TRUE,FALSE
463,5   False,TRUE,TRUE
463,6   False,TRUE,FALSE
463,7    True,TRUE,TRUE
463,8    True,FALSE,FALSE
463,9    True,FALSE,FALSE
464,0    True,FALSE,FALSE
464,1   False,TRUE,FALSE
464,2    True,FALSE,FALSE
464,3    True,FALSE,FALSE
464,4   False,TRUE,FALSE
464,5   False,FALSE,FALSE
464,6    True,FALSE,FALSE
464,7   False,TRUE,TRUE
464,8    True,FALSE,TRUE
464,9    True,TRUE,FALSE
465,0    True,TRUE,TRUE
465,1   False,TRUE,TRUE
465,2    True,TRUE,FALSE
465,3    True,TRUE,TRUE
465,4    True,FALSE,FALSE
465,5    True,TRUE,TRUE
465,6    True,TRUE,FALSE
465,7    True,TRUE,TRUE
465,8    True,FALSE,FALSE
465,9    True,FALSE,FALSE
466,0   False,FALSE,TRUE
466,1    True,FALSE,TRUE
466,2    True,TRUE,FALSE
466,3   False,FALSE,FALSE
466,4    True,FALSE,FALSE
466,5    True,TRUE,FALSE
466,6    True,FALSE,FALSE
466,7    True,TRUE,FALSE
466,8    True,FALSE,FALSE
466,9    True,TRUE,FALSE
467,0    True,TRUE,TRUE
467,1   False,TRUE,TRUE
467,2   False,FALSE,FALSE
467,3   False,TRUE,FALSE
467,4   False,FALSE,FALSE
467,5    True,FALSE,FALSE
467,6    True,TRUE,TRUE
467,7   False,FALSE,FALSE
467,8   False,TRUE,FALSE
467,9    True,FALSE,TRUE
468,0    True,FALSE,FALSE
468,1   False,FALSE,FALSE
468,2    True,TRUE,FALSE
468,3   False,TRUE,FALSE
468,4   False,FALSE,FALSE
468,5   False,TRUE,FALSE
468,6   False,TRUE,FALSE
468,7   False,TRUE,TRUE
468,8    True,TRUE,TRUE
468,9   False,TRUE,FALSE
469,0   False,FALSE,FALSE
469,1    True,FALSE,FALSE
469,2    True,FALSE,FALSE
469,3   False,TRUE,FALSE
469,4    True,FALSE,FALSE
469,5   False,TRUE,FALSE
469,6    True,TRUE,TRUE
469,7   False,FALSE,FALSE
469,8   False,FALSE,TRUE
469,9   False,FALSE,FALSE
470,0   False,TRUE,FALSE
470,1    True,FALSE,FALSE
470,2    True,FALSE,FALSE
470,3   False,TRUE,FALSE
470,4   False,TRUE,FALSE
470,5    True,FALSE,FALSE
470,6   False,TRUE,FALSE
470,7    True,TRUE,TRUE
470,8    True,TRUE,TRUE
470,9    True,TRUE,TRUE
471,0   False,TRUE,FALSE
471,1    True,FALSE,FALSE
471,2   False,FALSE,TRUE
471,3    True,FALSE,FALSE
471,4    True,FALSE,FALSE
471,5   False,TRUE,FALSE
471,6   False,TRUE,FALSE
471,7   False,FALSE,TRUE
471,8    True,FALSE,FALSE
471,9    True,FALSE,FALSE
472,0   False,TRUE,FALSE
472,1    True,FALSE,FALSE
472,2    True,TRUE,FALSE
472,3   False,TRUE,FALSE
472,4    True,FALSE,FALSE
472,5   False,TRUE,FALSE
472,6    True,FALSE,FALSE
472,7    True,FALSE,FALSE
472,8    True,FALSE,FALSE
472,9    True,FALSE,FALSE
473,0   False,FALSE,FALSE
473,1    True,TRUE,FALSE
473,2   False,FALSE,TRUE
473,3    True,TRUE,TRUE
473,4   False,TRUE,FALSE
473,5    True,FALSE,FALSE
473,6    True,TRUE,FALSE
473,7   False,FALSE,FALSE
473,8    True,FALSE,FALSE
473,9   False,TRUE,FALSE
474,0   False,TRUE,FALSE
474,1    True,TRUE,FALSE
474,2   False,TRUE,FALSE
474,3    True,FALSE,FALSE
474,4    True,FALSE,FALSE
474,5    True,FALSE,FALSE
474,6   False,TRUE,FALSE
474,7   False,FALSE,FALSE
474,8   False,FALSE,TRUE
474,9   False,TRUE,FALSE
475,0    True,FALSE,FALSE
475,1    True,FALSE,FALSE
475,2    True,FALSE,FALSE
475,3   False,FALSE,TRUE
475,4    True,TRUE,FALSE
475,5    True,TRUE,TRUE
475,6    True,FALSE,FALSE
475,7   False,TRUE,FALSE
475,8   False,TRUE,FALSE
475,9    True,FALSE,TRUE
476,0    True,FALSE,FALSE
476,1    True,TRUE,FALSE
476,2    True,FALSE,FALSE
476,3    True,TRUE,FALSE
476,4    True,FALSE,FALSE
476,5    True,FALSE,FALSE
476,6   False,TRUE,FALSE
476,7   False,TRUE,FALSE
476,8   False,FALSE,FALSE
476,9   False,FALSE,FALSE
477,0   False,TRUE,FALSE
477,1   False,FALSE,FALSE
477,2    True,TRUE,TRUE
477,3   False,TRUE,TRUE
477,4   False,FALSE,FALSE
477,5    True,TRUE,TRUE
477,6    True,TRUE,FALSE
477,7   False,TRUE,FALSE
477,8    True,TRUE,TRUE
477,9    True,TRUE,FALSE
478,0    True,FALSE,TRUE
478,1    True,FALSE,FALSE
478,2    True,TRUE,FALSE
478,3    True,FALSE,FALSE
478,4   False,FALSE,FALSE
478,5    True,TRUE,FALSE
478,6   False,TRUE,TRUE
478,7   False,TRUE,FALSE
478,8    True,FALSE,TRUE
478,9   False,FALSE,FALSE
479,0   False,TRUE,FALSE
479,1    True,TRUE,FALSE
479,2   False,TRUE,FALSE
479,3    True,TRUE,FALSE
479,4   False,TRUE,TRUE
479,5   False,TRUE,FALSE
479,6   False,TRUE,FALSE
479,7   False,TRUE,FALSE
479,8   False,TRUE,FALSE
479,9    True,TRUE,FALSE
480,0   False,FALSE,FALSE
480,1   False,TRUE,FALSE
480,2    True,FALSE,FALSE
480,3    True,FALSE,FALSE
480,4    True,TRUE,FALSE
480,5    True,TRUE,TRUE
480,6   False,TRUE,FALSE
480,7   False,TRUE,TRUE
480,8    True,TRUE,TRUE
480,9    True,FALSE,FALSE
481,0   False,TRUE,FALSE
481,1   False,TRUE,FALSE
481,2   False,TRUE,FALSE
481,3    True,TRUE,FALSE
481,4   False,TRUE,FALSE
481,5   False,TRUE,FALSE
481,6    True,FALSE,FALSE
481,7   False,TRUE,FALSE
481,8   False,FALSE,FALSE
481,9    True,TRUE,FALSE
482,0   False,TRUE,FALSE
482,1   False,TRUE,FALSE
482,2    True,TRUE,FALSE
482,3    True,TRUE,FALSE
482,4   False,TRUE,TRUE
482,5   False,FALSE,FALSE
482,6   False,FALSE,FALSE
482,7   False,TRUE,FALSE
482,8   False,TRUE,FALSE
482,9    True,FALSE,FALSE
483,0   False,FALSE,TRUE
483,1    True,FALSE,TRUE
483,2    True,TRUE,TRUE
483,3    True,FALSE,TRUE
483,4   False,FALSE,FALSE
483,5   False,TRUE,FALSE
483,6   False,TRUE,TRUE
483,7   False,TRUE,FALSE
483,8    True,TRUE,FALSE
483,9   False,FALSE,FALSE
484,0   False,TRUE,FALSE
484,1   False,TRUE,TRUE
484,2   False,TRUE,FALSE
484,3   False,TRUE,FALSE
484,4   False,FALSE,TRUE
484,5    True,TRUE,FALSE
484,6    True,TRUE,FALSE
484,7    True,TRUE,FALSE
484,8   False,FALSE,FALSE
484,9    True,TRUE,FALSE
485,0   False,FALSE,FALSE
485,1   False,FALSE,FALSE
485,2   False,TRUE,FALSE
485,3   False,FALSE,FALSE
485,4   False,TRUE,TRUE
485,5   False,TRUE,FALSE
485,6   False,FALSE,TRUE
485,7   False,TRUE,FALSE
485,8   False,TRUE,FALSE
485,9    True,FALSE,FALSE
486,0    True,FALSE,TRUE
486,1   False,TRUE,TRUE
486,2    True,TRUE,FALSE
486,3    True,FALSE,FALSE
486,4    True,FALSE,FALSE
486,5   False,FALSE,FALSE
486,6    True,TRUE,FALSE
486,7    True,TRUE,FALSE
486,8   False,FALSE,FALSE
486,9    True,TRUE,FALSE
487,0   False,TRUE,FALSE
487,1    True,TRUE,FALSE
487,2   False,TRUE,FALSE
487,3    True,FALSE,FALSE
487,4    True,TRUE,FALSE
487,5   False,FALSE,TRUE
487,6    True,FALSE,FALSE
487,7   False,FALSE,FALSE
487,8    True,FALSE,FALSE
487,9   False,FALSE,FALSE
488,0    True,FALSE,FALSE
488,1    True,TRUE,FALSE
488,2    True,FALSE,TRUE
488,3    True,FALSE,FALSE
488,4   False,FALSE,FALSE
488,5   False,FALSE,FALSE
488,6    True,FALSE,FALSE
488,7    True,TRUE,FALSE
488,8    True,TRUE,TRUE
488,9    True,FALSE,FALSE
489,0   False,FALSE,FALSE
489,1   False,FALSE,FALSE
489,2   False,TRUE,FALSE
489,3   False,FALSE,FALSE
489,4   False,TRUE,FALSE
489,5   False,FALSE,FALSE
489,6    True,TRUE,FALSE
489,7   False,FALSE,FALSE
489,8   False,FALSE,FALSE
489,9   False,FALSE,FALSE
490,0   False,FALSE,FALSE
490,1   False,FALSE,FALSE
490,2   False,FALSE,FALSE
490,3    True,FALSE,FALSE
490,4   False,FALSE,FALSE
490,5   False,FALSE,FALSE
490,6   False,FALSE,FALSE
490,7   False,FALSE,FALSE
490,8   False,FALSE,FALSE
490,9   False,FALSE,FALSE
491,0   False,FALSE,FALSE
491,1   False,TRUE,FALSE
491,2   False,TRUE,FALSE
491,3   False,TRUE,TRUE
491,4   False,FALSE,FALSE
491,5   False,TRUE,FALSE
491,6   False,FALSE,FALSE
491,7   False,TRUE,FALSE
491,8   False,TRUE,TRUE
491,9   False,FALSE,FALSE
492,0   False,TRUE,FALSE
492,1   False,TRUE,FALSE
492,2   False,TRUE,TRUE
492,3   False,FALSE,FALSE
492,4   False,FALSE,FALSE
492,5   False,FALSE,FALSE
492,6   False,TRUE,FALSE
492,7   False,FALSE,FALSE
492,8   False,TRUE,FALSE
492,9   False,FALSE,FALSE
493,0   False,FALSE,FALSE
493,1   False,TRUE,TRUE
493,2   False,TRUE,FALSE
493,3   False,TRUE,FALSE
493,4   False,FALSE,FALSE
493,5   False,FALSE,FALSE
493,6   False,FALSE,FALSE
493,7   False,FALSE,FALSE
493,8   False,FALSE,TRUE
493,9   False,TRUE,FALSE
494,0   False,FALSE,FALSE
494,1   False,TRUE,FALSE
494,2   False,FALSE,FALSE
494,3   False,FALSE,FALSE
494,4   False,TRUE,FALSE
494,5   False,FALSE,FALSE
494,6   False,TRUE,FALSE
494,7   False,TRUE,FALSE
494,8    True,TRUE,FALSE
494,9   False,FALSE,FALSE
495,0    True,FALSE,FALSE
495,1   False,FALSE,FALSE
495,2   False,FALSE,FALSE
495,3   False,TRUE,FALSE
495,4   False,FALSE,FALSE
495,5   False,TRUE,FALSE
495,6   False,FALSE,FALSE
495,7   False,TRUE,FALSE
495,8   False,FALSE,FALSE
495,9   False,TRUE,FALSE
496,0   False,TRUE,FALSE
496,1   False,FALSE,FALSE
496,2   False,TRUE,FALSE
496,3   False,FALSE,FALSE
496,4    True,FALSE,FALSE
496,5   False,FALSE,FALSE
496,6   False,FALSE,FALSE
496,7   False,FALSE,FALSE
496,8   False,FALSE,FALSE
496,9   False,FALSE,FALSE
497,0   False,FALSE,FALSE
497,1   False,FALSE,FALSE
497,2   False,FALSE,FALSE
497,3   False,FALSE,FALSE
497,4    True,TRUE,FALSE
497,5   False,TRUE,FALSE
497,6   False,TRUE,FALSE
497,7   False,TRUE,FALSE
497,8   False,FALSE,FALSE
497,9   False,TRUE,FALSE
498,0   False,TRUE,FALSE
498,1   False,FALSE,FALSE
498,2   False,FALSE,FALSE
498,3   False,FALSE,FALSE
498,4   False,FALSE,FALSE
498,5   False,TRUE,TRUE
498,6   False,FALSE,FALSE
498,7   False,TRUE,FALSE
498,8    True,TRUE,TRUE
498,9   False,FALSE,FALSE
499,0   False,FALSE,FALSE
499,1    True,FALSE,FALSE
499,2   False,FALSE,FALSE
499,3   False,TRUE,FALSE
499,4   False,FALSE,FALSE
499,5   False,FALSE,FALSE
499,6   False,TRUE,FALSE
499,7   False,FALSE,FALSE
499,8   False,FALSE,FALSE
499,9   False,TRUE,FALSE
500,0    True,TRUE,TRUE
500,1   False,TRUE,FALSE
500,2   False,FALSE,FALSE
500,3   False,FALSE,TRUE
500,4   False,FALSE,FALSE
500,5   False,TRUE,TRUE
500,6   False,FALSE,FALSE
500,7   False,TRUE,FALSE
500,8   False,FALSE,FALSE
500,9   False,TRUE,FALSE
501,0   False,FALSE,TRUE
501,1   False,FALSE,FALSE
501,2   False,FALSE,FALSE
501,3   False,TRUE,TRUE
501,4   False,FALSE,TRUE
501,5   False,FALSE,FALSE
501,6   False,FALSE,FALSE
501,7   False,FALSE,FALSE
501,8   False,TRUE,FALSE
501,9   False,FALSE,FALSE
502,0   False,FALSE,FALSE
502,1   False,FALSE,FALSE
502,2   False,TRUE,TRUE
502,3   False,FALSE,FALSE
502,4    True,FALSE,FALSE
502,5   False,TRUE,TRUE
502,6   False,FALSE,FALSE
502,7   False,FALSE,FALSE
502,8   False,TRUE,FALSE
502,9    True,FALSE,FALSE
503,0   False,FALSE,FALSE
503,1   False,FALSE,FALSE
503,2   False,FALSE,FALSE
503,3   False,FALSE,FALSE
503,4   False,FALSE,FALSE
503,5   False,TRUE,FALSE
503,6   False,FALSE,FALSE
503,7   False,FALSE,FALSE
503,8   False,TRUE,FALSE
503,9   False,FALSE,FALSE
504,0   False,TRUE,FALSE
504,1   False,FALSE,FALSE
504,2   False,FALSE,FALSE
504,3   False,TRUE,FALSE
504,4   False,TRUE,FALSE
504,5   False,TRUE,FALSE
504,6   False,TRUE,FALSE
504,7   False,TRUE,FALSE
504,8    True,FALSE,FALSE
504,9   False,TRUE,FALSE
505,0   False,FALSE,FALSE
505,1   False,TRUE,FALSE
505,2   False,FALSE,FALSE
505,3   False,FALSE,FALSE
505,4   False,TRUE,TRUE
505,5   False,TRUE,TRUE
505,6   False,FALSE,FALSE
505,7   False,TRUE,FALSE
505,8   False,FALSE,FALSE
505,9   False,FALSE,FALSE
506,0   False,TRUE,FALSE
506,1    True,FALSE,TRUE
506,2   False,TRUE,FALSE
506,3   False,TRUE,FALSE
506,4   False,TRUE,TRUE
506,5   False,FALSE,FALSE
506,6   False,FALSE,FALSE
506,7   False,FALSE,FALSE
506,8   False,TRUE,FALSE
506,9   False,FALSE,FALSE
507,0   False,TRUE,FALSE
507,1   False,FALSE,FALSE
